regio,jaar,weeknr,periode,mobiliteit,verandering
Limburg,2020,20,2020-20,Wonen,0.10714285714285714
Limburg,2020,21,2020-21,Wonen,0.11
Limburg,2020,22,2020-22,Wonen,0.08285714285714287
Limburg,2020,23,2020-23,Wonen,0.09142857142857143
Limburg,2020,24,2020-24,Wonen,0.06857142857142856
Limburg,2020,25,2020-25,Wonen,0.058571428571428566
Limburg,2020,26,2020-26,Wonen,0.05571428571428571
Limburg,2020,27,2020-27,Wonen,0.05571428571428571
Limburg,2020,28,2020-28,Wonen,0.047142857142857146
Limburg,2020,29,2020-29,Wonen,0.04
Limburg,2020,30,2020-30,Wonen,0.04142857142857143
Limburg,2020,31,2020-31,Wonen,0.051428571428571435
Limburg,2020,32,2020-32,Wonen,0.05714285714285714
Limburg,2020,33,2020-33,Wonen,0.06285714285714286
Limburg,2020,34,2020-34,Wonen,0.045714285714285714
Limburg,2020,35,2020-35,Wonen,0.04285714285714286
Limburg,2020,36,2020-36,Wonen,0.032857142857142856
Limburg,2020,37,2020-37,Wonen,0.027142857142857146
Limburg,2020,38,2020-38,Wonen,0.022857142857142857
Limburg,2020,39,2020-39,Wonen,0.037142857142857144
Limburg,2020,40,2020-40,Wonen,0.05571428571428571
Limburg,2020,41,2020-41,Wonen,0.06
Limburg,2020,42,2020-42,Wonen,0.0757142857142857
Limburg,2020,43,2020-43,Wonen,0.09428571428571429
Limburg,2020,44,2020-44,Wonen,0.08
Limburg,2020,45,2020-45,Wonen,0.08571428571428572
Limburg,2020,46,2020-46,Wonen,0.08714285714285713
Limburg,2020,47,2020-47,Wonen,0.08428571428571428
Limburg,2020,48,2020-48,Wonen,0.07714285714285714
Limburg,2020,49,2020-49,Wonen,0.08285714285714287
Limburg,2020,50,2020-50,Wonen,0.08428571428571428
Limburg,2020,51,2020-51,Wonen,0.10857142857142858
Limburg,2020,52,2020-52,Wonen,0.14714285714285713
Limburg,2020,53,2020-53,Wonen,0.16285714285714284
Limburg,2021,1,2021-01,Wonen,0.12428571428571429
Limburg,2021,2,2021-02,Wonen,0.11857142857142858
Limburg,2021,3,2021-03,Wonen,0.11714285714285713
Limburg,2021,4,2021-04,Wonen,0.12285714285714286
Limburg,2021,5,2021-05,Wonen,0.11857142857142858
Limburg,2021,6,2021-06,Wonen,0.12285714285714286
Limburg,2021,7,2021-07,Wonen,0.11285714285714286
Limburg,2021,8,2021-08,Wonen,0.09571428571428571
Limburg,2021,9,2021-09,Wonen,0.09142857142857143
Limburg,2021,10,2021-10,Wonen,0.10142857142857142
Limburg,2021,11,2021-11,Wonen,0.09142857142857143
Limburg,2021,12,2021-12,Wonen,0.08857142857142858
Limburg,2021,13,2021-13,Wonen,0.07857142857142857
Limburg,2021,14,2021-14,Wonen,0.11285714285714286
Limburg,2021,15,2021-15,Wonen,0.08428571428571428
Limburg,2021,16,2021-16,Wonen,0.0757142857142857
Limburg,2021,17,2021-17,Wonen,0.08428571428571428
Limburg,2021,18,2021-18,Wonen,0.07428571428571429
Limburg,2021,19,2021-19,Wonen,0.08571428571428572
Limburg,2021,20,2021-20,Wonen,0.0642857142857143
Limburg,2021,21,2021-21,Wonen,0.07
Limburg,2021,22,2021-22,Wonen,0.04428571428571429
Limburg,2021,23,2021-23,Wonen,0.03
Limburg,2021,24,2021-24,Wonen,0.03428571428571428
Limburg,2021,25,2021-25,Wonen,0.032857142857142856
Limburg,2021,26,2021-26,Wonen,0.03142857142857143
Limburg,2021,27,2021-27,Wonen,0.03142857142857143
Limburg,2021,28,2021-28,Wonen,0.04285714285714286
Limburg,2021,29,2021-29,Wonen,0.03142857142857143
Limburg,2021,30,2021-30,Wonen,0.04428571428571429
Limburg,2021,31,2021-31,Wonen,0.04428571428571429
Limburg,2021,32,2021-32,Wonen,0.03857142857142857
Limburg,2021,33,2021-33,Wonen,0.05
Limburg,2021,34,2021-34,Wonen,0.04142857142857143
Limburg,2021,35,2021-35,Wonen,0.025714285714285717
Limburg,2021,36,2021-36,Wonen,0.02
Limburg,2021,37,2021-37,Wonen,0.018571428571428572
Limburg,2021,38,2021-38,Wonen,0.01714285714285714
Limburg,2021,39,2021-39,Wonen,0.02857142857142857
Limburg,2021,40,2021-40,Wonen,0.025714285714285717
Limburg,2021,41,2021-41,Wonen,0.03142857142857143
Limburg,2021,42,2021-42,Wonen,0.03142857142857143
Limburg,2021,43,2021-43,Wonen,0.037142857142857144
Limburg,2021,44,2021-44,Wonen,0.04
Limburg,2021,45,2021-45,Wonen,0.05
Limburg,2021,46,2021-46,Wonen,0.06714285714285714
Limburg,2021,47,2021-47,Wonen,0.06857142857142856
Limburg,2021,48,2021-48,Wonen,0.08142857142857142
Limburg,2021,49,2021-49,Wonen,0.07857142857142857
Limburg,2021,50,2021-50,Wonen,0.06714285714285714
Limburg,2021,51,2021-51,Wonen,0.09142857142857143
Limburg,2021,52,2021-52,Wonen,0.13142857142857142
Limburg,2022,1,2022-01,Wonen,0.11285714285714286
Limburg,2022,2,2022-02,Wonen,0.08428571428571428
Limburg,2022,3,2022-03,Wonen,0.0757142857142857
Limburg,2022,4,2022-04,Wonen,0.06714285714285714
Limburg,2022,5,2022-05,Wonen,0.07142857142857144
Limburg,2022,6,2022-06,Wonen,0.05428571428571429
Limburg,2022,7,2022-07,Wonen,0.06
Limburg,2022,8,2022-08,Wonen,0.03571428571428572
Limburg,2022,9,2022-09,Wonen,0.06142857142857143
Limburg,2022,10,2022-10,Wonen,0.04857142857142857
Limburg,2022,11,2022-11,Wonen,0.037142857142857144
Limburg,2022,12,2022-12,Wonen,0.024285714285714285
Limburg,2022,13,2022-13,Wonen,0.03142857142857143
Limburg,2022,14,2022-14,Wonen,0.027142857142857146
Limburg,2022,15,2022-15,Wonen,0.015714285714285715
Limburg,2022,16,2022-16,Wonen,0.022857142857142857
Limburg,2022,17,2022-17,Wonen,0.02142857142857143
Limburg,2022,18,2022-18,Wonen,0.011428571428571429
Limburg,2022,19,2022-19,Wonen,0.0016666666666666666
Noord Brabant,2020,7,2020-07,Wonen,0.005
Noord Brabant,2020,8,2020-08,Wonen,-0.004285714285714285
Noord Brabant,2020,9,2020-09,Wonen,0.03857142857142857
Noord Brabant,2020,10,2020-10,Wonen,0.011428571428571429
Noord Brabant,2020,11,2020-11,Wonen,0.06571428571428571
Noord Brabant,2020,12,2020-12,Wonen,0.14857142857142858
Noord Brabant,2020,13,2020-13,Wonen,0.17571428571428574
Noord Brabant,2020,14,2020-14,Wonen,0.16714285714285715
Noord Brabant,2020,15,2020-15,Wonen,0.15285714285714286
Noord Brabant,2020,16,2020-16,Wonen,0.16571428571428573
Noord Brabant,2020,17,2020-17,Wonen,0.13857142857142857
Noord Brabant,2020,18,2020-18,Wonen,0.14857142857142858
Noord Brabant,2020,19,2020-19,Wonen,0.1285714285714286
Noord Brabant,2020,20,2020-20,Wonen,0.11428571428571428
Noord Brabant,2020,21,2020-21,Wonen,0.11571428571428571
Noord Brabant,2020,22,2020-22,Wonen,0.08714285714285713
Noord Brabant,2020,23,2020-23,Wonen,0.09571428571428571
Noord Brabant,2020,24,2020-24,Wonen,0.0757142857142857
Noord Brabant,2020,25,2020-25,Wonen,0.06571428571428571
Noord Brabant,2020,26,2020-26,Wonen,0.058571428571428566
Noord Brabant,2020,27,2020-27,Wonen,0.06
Noord Brabant,2020,28,2020-28,Wonen,0.04857142857142857
Noord Brabant,2020,29,2020-29,Wonen,0.04285714285714286
Noord Brabant,2020,30,2020-30,Wonen,0.04285714285714286
Noord Brabant,2020,31,2020-31,Wonen,0.05428571428571429
Noord Brabant,2020,32,2020-32,Wonen,0.058571428571428566
Noord Brabant,2020,33,2020-33,Wonen,0.0642857142857143
Noord Brabant,2020,34,2020-34,Wonen,0.051428571428571435
Noord Brabant,2020,35,2020-35,Wonen,0.051428571428571435
Noord Brabant,2020,36,2020-36,Wonen,0.03571428571428572
Noord Brabant,2020,37,2020-37,Wonen,0.03142857142857143
Noord Brabant,2020,38,2020-38,Wonen,0.027142857142857146
Noord Brabant,2020,39,2020-39,Wonen,0.04285714285714286
Noord Brabant,2020,40,2020-40,Wonen,0.06857142857142856
Noord Brabant,2020,41,2020-41,Wonen,0.07714285714285714
Noord Brabant,2020,42,2020-42,Wonen,0.08714285714285713
Noord Brabant,2020,43,2020-43,Wonen,0.10428571428571429
Noord Brabant,2020,44,2020-44,Wonen,0.09285714285714286
Noord Brabant,2020,45,2020-45,Wonen,0.09714285714285714
Noord Brabant,2020,46,2020-46,Wonen,0.09857142857142857
Noord Brabant,2020,47,2020-47,Wonen,0.09142857142857143
Noord Brabant,2020,48,2020-48,Wonen,0.08714285714285713
Noord Brabant,2020,49,2020-49,Wonen,0.09
Noord Brabant,2020,50,2020-50,Wonen,0.09142857142857143
Noord Brabant,2020,51,2020-51,Wonen,0.11428571428571428
Noord Brabant,2020,52,2020-52,Wonen,0.15571428571428572
Noord Brabant,2020,53,2020-53,Wonen,0.17142857142857143
Noord Brabant,2021,1,2021-01,Wonen,0.13142857142857142
Noord Brabant,2021,2,2021-02,Wonen,0.12571428571428572
Noord Brabant,2021,3,2021-03,Wonen,0.12571428571428572
Noord Brabant,2021,4,2021-04,Wonen,0.12714285714285714
Noord Brabant,2021,5,2021-05,Wonen,0.12714285714285714
Noord Brabant,2021,6,2021-06,Wonen,0.14
Noord Brabant,2021,7,2021-07,Wonen,0.11857142857142858
Noord Brabant,2021,8,2021-08,Wonen,0.1057142857142857
Noord Brabant,2021,9,2021-09,Wonen,0.09857142857142857
Noord Brabant,2021,10,2021-10,Wonen,0.10714285714285714
Noord Brabant,2021,11,2021-11,Wonen,0.09857142857142857
Noord Brabant,2021,12,2021-12,Wonen,0.09571428571428571
Noord Brabant,2021,13,2021-13,Wonen,0.08428571428571428
Noord Brabant,2021,14,2021-14,Wonen,0.11714285714285713
Noord Brabant,2021,15,2021-15,Wonen,0.08428571428571428
Noord Brabant,2021,16,2021-16,Wonen,0.07714285714285714
Noord Brabant,2021,17,2021-17,Wonen,0.09142857142857143
Noord Brabant,2021,18,2021-18,Wonen,0.07857142857142857
Noord Brabant,2021,19,2021-19,Wonen,0.08714285714285713
Noord Brabant,2021,20,2021-20,Wonen,0.06857142857142856
Noord Brabant,2021,21,2021-21,Wonen,0.07
Noord Brabant,2021,22,2021-22,Wonen,0.04428571428571429
Noord Brabant,2021,23,2021-23,Wonen,0.03
Noord Brabant,2021,24,2021-24,Wonen,0.03428571428571428
Noord Brabant,2021,25,2021-25,Wonen,0.03571428571428572
Noord Brabant,2021,26,2021-26,Wonen,0.032857142857142856
Noord Brabant,2021,27,2021-27,Wonen,0.032857142857142856
Noord Brabant,2021,28,2021-28,Wonen,0.04142857142857143
Noord Brabant,2021,29,2021-29,Wonen,0.032857142857142856
Noord Brabant,2021,30,2021-30,Wonen,0.04857142857142857
Noord Brabant,2021,31,2021-31,Wonen,0.04857142857142857
Noord Brabant,2021,32,2021-32,Wonen,0.04142857142857143
Noord Brabant,2021,33,2021-33,Wonen,0.05571428571428571
Noord Brabant,2021,34,2021-34,Wonen,0.04285714285714286
Noord Brabant,2021,35,2021-35,Wonen,0.02857142857142857
Noord Brabant,2021,36,2021-36,Wonen,0.02142857142857143
Noord Brabant,2021,37,2021-37,Wonen,0.01714285714285714
Noord Brabant,2021,38,2021-38,Wonen,0.015714285714285715
Noord Brabant,2021,39,2021-39,Wonen,0.03
Noord Brabant,2021,40,2021-40,Wonen,0.027142857142857146
Noord Brabant,2021,41,2021-41,Wonen,0.03
Noord Brabant,2021,42,2021-42,Wonen,0.03571428571428572
Noord Brabant,2021,43,2021-43,Wonen,0.037142857142857144
Noord Brabant,2021,44,2021-44,Wonen,0.03857142857142857
Noord Brabant,2021,45,2021-45,Wonen,0.04857142857142857
Noord Brabant,2021,46,2021-46,Wonen,0.06571428571428571
Noord Brabant,2021,47,2021-47,Wonen,0.06714285714285714
Noord Brabant,2021,48,2021-48,Wonen,0.08142857142857142
Noord Brabant,2021,49,2021-49,Wonen,0.07857142857142857
Noord Brabant,2021,50,2021-50,Wonen,0.07
Noord Brabant,2021,51,2021-51,Wonen,0.09714285714285714
Noord Brabant,2021,52,2021-52,Wonen,0.13857142857142857
Noord Brabant,2022,1,2022-01,Wonen,0.12571428571428572
Noord Brabant,2022,2,2022-02,Wonen,0.09285714285714286
Noord Brabant,2022,3,2022-03,Wonen,0.08428571428571428
Noord Brabant,2022,4,2022-04,Wonen,0.07428571428571429
Noord Brabant,2022,5,2022-05,Wonen,0.0757142857142857
Noord Brabant,2022,6,2022-06,Wonen,0.058571428571428566
Noord Brabant,2022,7,2022-07,Wonen,0.06714285714285714
Noord Brabant,2022,8,2022-08,Wonen,0.03571428571428572
Noord Brabant,2022,9,2022-09,Wonen,0.06285714285714286
Noord Brabant,2022,10,2022-10,Wonen,0.047142857142857146
Noord Brabant,2022,11,2022-11,Wonen,0.03571428571428572
Noord Brabant,2022,12,2022-12,Wonen,0.02
Noord Brabant,2022,13,2022-13,Wonen,0.032857142857142856
Noord Brabant,2022,14,2022-14,Wonen,0.02857142857142857
Noord Brabant,2022,15,2022-15,Wonen,0.011428571428571429
Noord Brabant,2022,16,2022-16,Wonen,0.02142857142857143
Noord Brabant,2022,17,2022-17,Wonen,0.022857142857142857
Noord Brabant,2022,18,2022-18,Wonen,0.01
Noord Brabant,2022,19,2022-19,Wonen,0.0
Noord Holland,2020,7,2020-07,Wonen,0.01
Noord Holland,2020,8,2020-08,Wonen,0.01714285714285714
Noord Holland,2020,9,2020-09,Wonen,0.00857142857142857
Noord Holland,2020,10,2020-10,Wonen,0.005714285714285714
Noord Holland,2020,11,2020-11,Wonen,0.037142857142857144
Noord Holland,2020,12,2020-12,Wonen,0.16571428571428573
Noord Holland,2020,13,2020-13,Wonen,0.19
Noord Holland,2020,14,2020-14,Wonen,0.18428571428571427
Noord Holland,2020,15,2020-15,Wonen,0.17
Noord Holland,2020,16,2020-16,Wonen,0.17857142857142858
Noord Holland,2020,17,2020-17,Wonen,0.15285714285714286
Noord Holland,2020,18,2020-18,Wonen,0.16428571428571426
Noord Holland,2020,19,2020-19,Wonen,0.14142857142857143
Noord Holland,2020,20,2020-20,Wonen,0.13285714285714287
Noord Holland,2020,21,2020-21,Wonen,0.12571428571428572
Noord Holland,2020,22,2020-22,Wonen,0.1
Noord Holland,2020,23,2020-23,Wonen,0.11
Noord Holland,2020,24,2020-24,Wonen,0.08857142857142858
Noord Holland,2020,25,2020-25,Wonen,0.07857142857142857
Noord Holland,2020,26,2020-26,Wonen,0.0642857142857143
Noord Holland,2020,27,2020-27,Wonen,0.07285714285714286
Noord Holland,2020,28,2020-28,Wonen,0.0642857142857143
Noord Holland,2020,29,2020-29,Wonen,0.05428571428571429
Noord Holland,2020,30,2020-30,Wonen,0.06285714285714286
Noord Holland,2020,31,2020-31,Wonen,0.05714285714285714
Noord Holland,2020,32,2020-32,Wonen,0.05428571428571429
Noord Holland,2020,33,2020-33,Wonen,0.06142857142857143
Noord Holland,2020,34,2020-34,Wonen,0.06142857142857143
Noord Holland,2020,35,2020-35,Wonen,0.06571428571428571
Noord Holland,2020,36,2020-36,Wonen,0.05285714285714285
Noord Holland,2020,37,2020-37,Wonen,0.05
Noord Holland,2020,38,2020-38,Wonen,0.04142857142857143
Noord Holland,2020,39,2020-39,Wonen,0.06
Noord Holland,2020,40,2020-40,Wonen,0.08285714285714287
Noord Holland,2020,41,2020-41,Wonen,0.09428571428571429
Noord Holland,2020,42,2020-42,Wonen,0.10714285714285714
Noord Holland,2020,43,2020-43,Wonen,0.10857142857142858
Noord Holland,2020,44,2020-44,Wonen,0.10857142857142858
Noord Holland,2020,45,2020-45,Wonen,0.10714285714285714
Noord Holland,2020,46,2020-46,Wonen,0.11285714285714286
Noord Holland,2020,47,2020-47,Wonen,0.10714285714285714
Noord Holland,2020,48,2020-48,Wonen,0.1
Noord Holland,2020,49,2020-49,Wonen,0.10285714285714287
Noord Holland,2020,50,2020-50,Wonen,0.1057142857142857
Noord Holland,2020,51,2020-51,Wonen,0.1285714285714286
Noord Holland,2020,52,2020-52,Wonen,0.15714285714285714
Noord Holland,2020,53,2020-53,Wonen,0.16857142857142857
Noord Holland,2021,1,2021-01,Wonen,0.14857142857142858
Noord Holland,2021,2,2021-02,Wonen,0.13857142857142857
Noord Holland,2021,3,2021-03,Wonen,0.14
Noord Holland,2021,4,2021-04,Wonen,0.14
Noord Holland,2021,5,2021-05,Wonen,0.14714285714285713
Noord Holland,2021,6,2021-06,Wonen,0.1514285714285714
Noord Holland,2021,7,2021-07,Wonen,0.13142857142857142
Noord Holland,2021,8,2021-08,Wonen,0.11571428571428571
Noord Holland,2021,9,2021-09,Wonen,0.12
Noord Holland,2021,10,2021-10,Wonen,0.12428571428571429
Noord Holland,2021,11,2021-11,Wonen,0.11571428571428571
Noord Holland,2021,12,2021-12,Wonen,0.11428571428571428
Noord Holland,2021,13,2021-13,Wonen,0.09714285714285714
Noord Holland,2021,14,2021-14,Wonen,0.1285714285714286
Noord Holland,2021,15,2021-15,Wonen,0.09857142857142857
Noord Holland,2021,16,2021-16,Wonen,0.09571428571428571
Noord Holland,2021,17,2021-17,Wonen,0.10428571428571429
Noord Holland,2021,18,2021-18,Wonen,0.09428571428571429
Noord Holland,2021,19,2021-19,Wonen,0.09428571428571429
Noord Holland,2021,20,2021-20,Wonen,0.08428571428571428
Noord Holland,2021,21,2021-21,Wonen,0.08
Noord Holland,2021,22,2021-22,Wonen,0.05285714285714285
Noord Holland,2021,23,2021-23,Wonen,0.04428571428571429
Noord Holland,2021,24,2021-24,Wonen,0.051428571428571435
Noord Holland,2021,25,2021-25,Wonen,0.05
Noord Holland,2021,26,2021-26,Wonen,0.045714285714285714
Noord Holland,2021,27,2021-27,Wonen,0.045714285714285714
Noord Holland,2021,28,2021-28,Wonen,0.04857142857142857
Noord Holland,2021,29,2021-29,Wonen,0.04857142857142857
Noord Holland,2021,30,2021-30,Wonen,0.06857142857142856
Noord Holland,2021,31,2021-31,Wonen,0.06285714285714286
Noord Holland,2021,32,2021-32,Wonen,0.05
Noord Holland,2021,33,2021-33,Wonen,0.06142857142857143
Noord Holland,2021,34,2021-34,Wonen,0.04857142857142857
Noord Holland,2021,35,2021-35,Wonen,0.037142857142857144
Noord Holland,2021,36,2021-36,Wonen,0.032857142857142856
Noord Holland,2021,37,2021-37,Wonen,0.032857142857142856
Noord Holland,2021,38,2021-38,Wonen,0.032857142857142856
Noord Holland,2021,39,2021-39,Wonen,0.047142857142857146
Noord Holland,2021,40,2021-40,Wonen,0.04142857142857143
Noord Holland,2021,41,2021-41,Wonen,0.04428571428571429
Noord Holland,2021,42,2021-42,Wonen,0.05714285714285714
Noord Holland,2021,43,2021-43,Wonen,0.05285714285714285
Noord Holland,2021,44,2021-44,Wonen,0.05428571428571429
Noord Holland,2021,45,2021-45,Wonen,0.06285714285714286
Noord Holland,2021,46,2021-46,Wonen,0.07857142857142857
Noord Holland,2021,47,2021-47,Wonen,0.08142857142857142
Noord Holland,2021,48,2021-48,Wonen,0.09571428571428571
Noord Holland,2021,49,2021-49,Wonen,0.09142857142857143
Noord Holland,2021,50,2021-50,Wonen,0.08428571428571428
Noord Holland,2021,51,2021-51,Wonen,0.10714285714285714
Noord Holland,2021,52,2021-52,Wonen,0.14285714285714288
Noord Holland,2022,1,2022-01,Wonen,0.14142857142857143
Noord Holland,2022,2,2022-02,Wonen,0.11
Noord Holland,2022,3,2022-03,Wonen,0.10142857142857142
Noord Holland,2022,4,2022-04,Wonen,0.09
Noord Holland,2022,5,2022-05,Wonen,0.09142857142857143
Noord Holland,2022,6,2022-06,Wonen,0.07714285714285714
Noord Holland,2022,7,2022-07,Wonen,0.08714285714285713
Noord Holland,2022,8,2022-08,Wonen,0.06142857142857143
Noord Holland,2022,9,2022-09,Wonen,0.05285714285714285
Noord Holland,2022,10,2022-10,Wonen,0.051428571428571435
Noord Holland,2022,11,2022-11,Wonen,0.04857142857142857
Noord Holland,2022,12,2022-12,Wonen,0.037142857142857144
Noord Holland,2022,13,2022-13,Wonen,0.047142857142857146
Noord Holland,2022,14,2022-14,Wonen,0.045714285714285714
Noord Holland,2022,15,2022-15,Wonen,0.025714285714285717
Noord Holland,2022,16,2022-16,Wonen,0.03142857142857143
Noord Holland,2022,17,2022-17,Wonen,0.037142857142857144
Noord Holland,2022,18,2022-18,Wonen,0.022857142857142857
Noord Holland,2022,19,2022-19,Wonen,0.018333333333333333
Overijssel,2020,7,2020-07,Wonen,0.0
Overijssel,2020,8,2020-08,Wonen,0.01714285714285714
Overijssel,2020,9,2020-09,Wonen,0.007142857142857143
Overijssel,2020,10,2020-10,Wonen,0.002857142857142857
Overijssel,2020,11,2020-11,Wonen,0.027142857142857146
Overijssel,2020,12,2020-12,Wonen,0.13857142857142857
Overijssel,2020,13,2020-13,Wonen,0.16571428571428573
Overijssel,2020,14,2020-14,Wonen,0.15857142857142859
Overijssel,2020,15,2020-15,Wonen,0.14714285714285713
Overijssel,2020,16,2020-16,Wonen,0.15571428571428572
Overijssel,2020,17,2020-17,Wonen,0.1285714285714286
Overijssel,2020,18,2020-18,Wonen,0.14
Overijssel,2020,19,2020-19,Wonen,0.11714285714285713
Overijssel,2020,20,2020-20,Wonen,0.11
Overijssel,2020,21,2020-21,Wonen,0.10714285714285714
Overijssel,2020,22,2020-22,Wonen,0.08142857142857142
Overijssel,2020,23,2020-23,Wonen,0.08857142857142858
Overijssel,2020,24,2020-24,Wonen,0.06714285714285714
Overijssel,2020,25,2020-25,Wonen,0.05571428571428571
Overijssel,2020,26,2020-26,Wonen,0.04857142857142857
Overijssel,2020,27,2020-27,Wonen,0.04857142857142857
Overijssel,2020,28,2020-28,Wonen,0.04857142857142857
Overijssel,2020,29,2020-29,Wonen,0.037142857142857144
Overijssel,2020,30,2020-30,Wonen,0.04857142857142857
Overijssel,2020,31,2020-31,Wonen,0.05
Overijssel,2020,32,2020-32,Wonen,0.05428571428571429
Overijssel,2020,33,2020-33,Wonen,0.05714285714285714
Overijssel,2020,34,2020-34,Wonen,0.04285714285714286
Overijssel,2020,35,2020-35,Wonen,0.04142857142857143
Overijssel,2020,36,2020-36,Wonen,0.03428571428571428
Overijssel,2020,37,2020-37,Wonen,0.025714285714285717
Overijssel,2020,38,2020-38,Wonen,0.02
Overijssel,2020,39,2020-39,Wonen,0.03428571428571428
Overijssel,2020,40,2020-40,Wonen,0.06
Overijssel,2020,41,2020-41,Wonen,0.06571428571428571
Overijssel,2020,42,2020-42,Wonen,0.08714285714285713
Overijssel,2020,43,2020-43,Wonen,0.08714285714285713
Overijssel,2020,44,2020-44,Wonen,0.09
Overijssel,2020,45,2020-45,Wonen,0.08714285714285713
Overijssel,2020,46,2020-46,Wonen,0.09142857142857143
Overijssel,2020,47,2020-47,Wonen,0.08428571428571428
Overijssel,2020,48,2020-48,Wonen,0.08
Overijssel,2020,49,2020-49,Wonen,0.08142857142857142
Overijssel,2020,50,2020-50,Wonen,0.08571428571428572
Overijssel,2020,51,2020-51,Wonen,0.11142857142857142
Overijssel,2020,52,2020-52,Wonen,0.15428571428571428
Overijssel,2020,53,2020-53,Wonen,0.16571428571428573
Overijssel,2021,1,2021-01,Wonen,0.1285714285714286
Overijssel,2021,2,2021-02,Wonen,0.12
Overijssel,2021,3,2021-03,Wonen,0.11857142857142858
Overijssel,2021,4,2021-04,Wonen,0.12
Overijssel,2021,5,2021-05,Wonen,0.12428571428571429
Overijssel,2021,6,2021-06,Wonen,0.1357142857142857
Overijssel,2021,7,2021-07,Wonen,0.11142857142857142
Overijssel,2021,8,2021-08,Wonen,0.09571428571428571
Overijssel,2021,9,2021-09,Wonen,0.09
Overijssel,2021,10,2021-10,Wonen,0.09714285714285714
Overijssel,2021,11,2021-11,Wonen,0.08857142857142858
Overijssel,2021,12,2021-12,Wonen,0.08714285714285713
Overijssel,2021,13,2021-13,Wonen,0.07428571428571429
Overijssel,2021,14,2021-14,Wonen,0.10428571428571429
Overijssel,2021,15,2021-15,Wonen,0.07714285714285714
Overijssel,2021,16,2021-16,Wonen,0.06857142857142856
Overijssel,2021,17,2021-17,Wonen,0.08
Overijssel,2021,18,2021-18,Wonen,0.07142857142857144
Overijssel,2021,19,2021-19,Wonen,0.07714285714285714
Overijssel,2021,20,2021-20,Wonen,0.06142857142857143
Overijssel,2021,21,2021-21,Wonen,0.0642857142857143
Overijssel,2021,22,2021-22,Wonen,0.03571428571428572
Overijssel,2021,23,2021-23,Wonen,0.024285714285714285
Overijssel,2021,24,2021-24,Wonen,0.027142857142857146
Overijssel,2021,25,2021-25,Wonen,0.025714285714285717
Overijssel,2021,26,2021-26,Wonen,0.027142857142857146
Overijssel,2021,27,2021-27,Wonen,0.025714285714285717
Overijssel,2021,28,2021-28,Wonen,0.03428571428571428
Overijssel,2021,29,2021-29,Wonen,0.03
Overijssel,2021,30,2021-30,Wonen,0.05428571428571429
Overijssel,2021,31,2021-31,Wonen,0.05428571428571429
Overijssel,2021,32,2021-32,Wonen,0.04285714285714286
Overijssel,2021,33,2021-33,Wonen,0.047142857142857146
Overijssel,2021,34,2021-34,Wonen,0.02857142857142857
Overijssel,2021,35,2021-35,Wonen,0.01714285714285714
Overijssel,2021,36,2021-36,Wonen,0.011428571428571429
Overijssel,2021,37,2021-37,Wonen,0.012857142857142859
Overijssel,2021,38,2021-38,Wonen,0.012857142857142859
Overijssel,2021,39,2021-39,Wonen,0.025714285714285717
Overijssel,2021,40,2021-40,Wonen,0.02142857142857143
Overijssel,2021,41,2021-41,Wonen,0.022857142857142857
Overijssel,2021,42,2021-42,Wonen,0.03571428571428572
Overijssel,2021,43,2021-43,Wonen,0.03
Overijssel,2021,44,2021-44,Wonen,0.04
Overijssel,2021,45,2021-45,Wonen,0.04428571428571429
Overijssel,2021,46,2021-46,Wonen,0.05714285714285714
Overijssel,2021,47,2021-47,Wonen,0.06142857142857143
Overijssel,2021,48,2021-48,Wonen,0.07428571428571429
Overijssel,2021,49,2021-49,Wonen,0.06857142857142856
Overijssel,2021,50,2021-50,Wonen,0.06
Overijssel,2021,51,2021-51,Wonen,0.09
Overijssel,2021,52,2021-52,Wonen,0.13428571428571429
Overijssel,2022,1,2022-01,Wonen,0.12285714285714286
Overijssel,2022,2,2022-02,Wonen,0.08571428571428572
Overijssel,2022,3,2022-03,Wonen,0.07428571428571429
Overijssel,2022,4,2022-04,Wonen,0.06857142857142856
Overijssel,2022,5,2022-05,Wonen,0.07
Overijssel,2022,6,2022-06,Wonen,0.06142857142857143
Overijssel,2022,7,2022-07,Wonen,0.0642857142857143
Overijssel,2022,8,2022-08,Wonen,0.04285714285714286
Overijssel,2022,9,2022-09,Wonen,0.03857142857142857
Overijssel,2022,10,2022-10,Wonen,0.032857142857142856
Overijssel,2022,11,2022-11,Wonen,0.03571428571428572
Overijssel,2022,12,2022-12,Wonen,0.022857142857142857
Overijssel,2022,13,2022-13,Wonen,0.03
Overijssel,2022,14,2022-14,Wonen,0.027142857142857146
Overijssel,2022,15,2022-15,Wonen,0.015714285714285715
Overijssel,2022,16,2022-16,Wonen,0.014285714285714285
Overijssel,2022,17,2022-17,Wonen,0.02
Overijssel,2022,18,2022-18,Wonen,0.005714285714285714
Overijssel,2022,19,2022-19,Wonen,-0.0016666666666666666
Utrecht,2020,7,2020-07,Wonen,0.005
Utrecht,2020,8,2020-08,Wonen,0.0014285714285714286
Utrecht,2020,9,2020-09,Wonen,0.015714285714285715
Utrecht,2020,10,2020-10,Wonen,0.005714285714285714
Utrecht,2020,11,2020-11,Wonen,0.03857142857142857
Utrecht,2020,12,2020-12,Wonen,0.17142857142857143
Utrecht,2020,13,2020-13,Wonen,0.19428571428571428
Utrecht,2020,14,2020-14,Wonen,0.19571428571428573
