regio,jaar,weeknr,periode,mobiliteit,verandering
Friesland,2021,49,2021-49,Detailhandel en recreatie,-0.1814285714285714
Friesland,2021,50,2021-50,Detailhandel en recreatie,-0.16714285714285715
Friesland,2021,51,2021-51,Detailhandel en recreatie,-0.42
Friesland,2021,52,2021-52,Detailhandel en recreatie,-0.38857142857142857
Friesland,2022,1,2022-01,Detailhandel en recreatie,-0.39285714285714285
Friesland,2022,2,2022-02,Detailhandel en recreatie,-0.3657142857142857
Friesland,2022,3,2022-03,Detailhandel en recreatie,-0.22285714285714284
Friesland,2022,4,2022-04,Detailhandel en recreatie,-0.13285714285714287
Friesland,2022,5,2022-05,Detailhandel en recreatie,-0.19428571428571428
Friesland,2022,6,2022-06,Detailhandel en recreatie,-0.13428571428571429
Friesland,2022,7,2022-07,Detailhandel en recreatie,-0.19571428571428573
Friesland,2022,8,2022-08,Detailhandel en recreatie,-0.012857142857142859
Friesland,2022,9,2022-09,Detailhandel en recreatie,-0.032857142857142856
Friesland,2022,10,2022-10,Detailhandel en recreatie,-0.025714285714285717
Friesland,2022,11,2022-11,Detailhandel en recreatie,-0.05
Friesland,2022,12,2022-12,Detailhandel en recreatie,0.03
Friesland,2022,13,2022-13,Detailhandel en recreatie,-0.04285714285714286
Friesland,2022,14,2022-14,Detailhandel en recreatie,-0.02142857142857143
Friesland,2022,15,2022-15,Detailhandel en recreatie,0.09714285714285714
Friesland,2022,16,2022-16,Detailhandel en recreatie,0.1285714285714286
Friesland,2022,17,2022-17,Detailhandel en recreatie,0.20857142857142857
Friesland,2022,18,2022-18,Detailhandel en recreatie,0.17428571428571427
Friesland,2022,19,2022-19,Detailhandel en recreatie,0.07
Gelderland,2020,7,2020-07,Detailhandel en recreatie,-0.015
Gelderland,2020,8,2020-08,Detailhandel en recreatie,0.022857142857142857
Gelderland,2020,9,2020-09,Detailhandel en recreatie,0.06571428571428571
Gelderland,2020,10,2020-10,Detailhandel en recreatie,0.0
Gelderland,2020,11,2020-11,Detailhandel en recreatie,-0.09285714285714286
Gelderland,2020,12,2020-12,Detailhandel en recreatie,-0.37714285714285717
Gelderland,2020,13,2020-13,Detailhandel en recreatie,-0.4657142857142857
Gelderland,2020,14,2020-14,Detailhandel en recreatie,-0.44285714285714284
Gelderland,2020,15,2020-15,Detailhandel en recreatie,-0.39142857142857146
Gelderland,2020,16,2020-16,Detailhandel en recreatie,-0.42
Gelderland,2020,17,2020-17,Detailhandel en recreatie,-0.3057142857142857
Gelderland,2020,18,2020-18,Detailhandel en recreatie,-0.3271428571428572
Gelderland,2020,19,2020-19,Detailhandel en recreatie,-0.25142857142857145
Gelderland,2020,20,2020-20,Detailhandel en recreatie,-0.27285714285714285
Gelderland,2020,21,2020-21,Detailhandel en recreatie,-0.20142857142857143
Gelderland,2020,22,2020-22,Detailhandel en recreatie,-0.15428571428571428
Gelderland,2020,23,2020-23,Detailhandel en recreatie,-0.1
Gelderland,2020,24,2020-24,Detailhandel en recreatie,-0.06857142857142856
Gelderland,2020,25,2020-25,Detailhandel en recreatie,-0.00857142857142857
Gelderland,2020,26,2020-26,Detailhandel en recreatie,0.03142857142857143
Gelderland,2020,27,2020-27,Detailhandel en recreatie,0.014285714285714285
Gelderland,2020,28,2020-28,Detailhandel en recreatie,0.07285714285714286
Gelderland,2020,29,2020-29,Detailhandel en recreatie,0.12571428571428572
Gelderland,2020,30,2020-30,Detailhandel en recreatie,0.17857142857142858
Gelderland,2020,31,2020-31,Detailhandel en recreatie,0.15428571428571428
Gelderland,2020,32,2020-32,Detailhandel en recreatie,0.09285714285714286
Gelderland,2020,33,2020-33,Detailhandel en recreatie,0.047142857142857146
Gelderland,2020,34,2020-34,Detailhandel en recreatie,0.11714285714285713
Gelderland,2020,35,2020-35,Detailhandel en recreatie,0.07428571428571429
Gelderland,2020,36,2020-36,Detailhandel en recreatie,0.0642857142857143
Gelderland,2020,37,2020-37,Detailhandel en recreatie,0.06714285714285714
Gelderland,2020,38,2020-38,Detailhandel en recreatie,0.08142857142857142
Gelderland,2020,39,2020-39,Detailhandel en recreatie,0.011428571428571429
Gelderland,2020,40,2020-40,Detailhandel en recreatie,-0.08428571428571428
Gelderland,2020,41,2020-41,Detailhandel en recreatie,-0.14142857142857143
Gelderland,2020,42,2020-42,Detailhandel en recreatie,-0.17857142857142858
Gelderland,2020,43,2020-43,Detailhandel en recreatie,-0.19714285714285715
Gelderland,2020,44,2020-44,Detailhandel en recreatie,-0.2542857142857143
Gelderland,2020,45,2020-45,Detailhandel en recreatie,-0.26
Gelderland,2020,46,2020-46,Detailhandel en recreatie,-0.2814285714285714
Gelderland,2020,47,2020-47,Detailhandel en recreatie,-0.2614285714285714
Gelderland,2020,48,2020-48,Detailhandel en recreatie,-0.20428571428571426
Gelderland,2020,49,2020-49,Detailhandel en recreatie,-0.23857142857142857
Gelderland,2020,50,2020-50,Detailhandel en recreatie,-0.2642857142857143
Gelderland,2020,51,2020-51,Detailhandel en recreatie,-0.4228571428571428
Gelderland,2020,52,2020-52,Detailhandel en recreatie,-0.5742857142857143
Gelderland,2020,53,2020-53,Detailhandel en recreatie,-0.5428571428571428
Gelderland,2021,1,2021-01,Detailhandel en recreatie,-0.5542857142857143
Gelderland,2021,2,2021-02,Detailhandel en recreatie,-0.5614285714285715
Gelderland,2021,3,2021-03,Detailhandel en recreatie,-0.5485714285714285
Gelderland,2021,4,2021-04,Detailhandel en recreatie,-0.5428571428571428
Gelderland,2021,5,2021-05,Detailhandel en recreatie,-0.5614285714285715
Gelderland,2021,6,2021-06,Detailhandel en recreatie,-0.5428571428571428
Gelderland,2021,7,2021-07,Detailhandel en recreatie,-0.4642857142857143
Gelderland,2021,8,2021-08,Detailhandel en recreatie,-0.38285714285714284
Gelderland,2021,9,2021-09,Detailhandel en recreatie,-0.39
Gelderland,2021,10,2021-10,Detailhandel en recreatie,-0.4214285714285715
Gelderland,2021,11,2021-11,Detailhandel en recreatie,-0.3557142857142857
Gelderland,2021,12,2021-12,Detailhandel en recreatie,-0.3457142857142857
Gelderland,2021,13,2021-13,Detailhandel en recreatie,-0.29714285714285715
Gelderland,2021,14,2021-14,Detailhandel en recreatie,-0.4114285714285715
Gelderland,2021,15,2021-15,Detailhandel en recreatie,-0.3057142857142857
Gelderland,2021,16,2021-16,Detailhandel en recreatie,-0.26
Gelderland,2021,17,2021-17,Detailhandel en recreatie,-0.11714285714285713
Gelderland,2021,18,2021-18,Detailhandel en recreatie,-0.08857142857142858
Gelderland,2021,19,2021-19,Detailhandel en recreatie,-0.05571428571428571
Gelderland,2021,20,2021-20,Detailhandel en recreatie,-0.11428571428571428
Gelderland,2021,21,2021-21,Detailhandel en recreatie,-0.005714285714285714
Gelderland,2021,22,2021-22,Detailhandel en recreatie,0.06714285714285714
Gelderland,2021,23,2021-23,Detailhandel en recreatie,0.11
Gelderland,2021,24,2021-24,Detailhandel en recreatie,0.05285714285714285
Gelderland,2021,25,2021-25,Detailhandel en recreatie,0.07285714285714286
Gelderland,2021,26,2021-26,Detailhandel en recreatie,0.08142857142857142
Gelderland,2021,27,2021-27,Detailhandel en recreatie,0.14
Gelderland,2021,28,2021-28,Detailhandel en recreatie,0.12571428571428572
Gelderland,2021,29,2021-29,Detailhandel en recreatie,0.20285714285714285
Gelderland,2021,30,2021-30,Detailhandel en recreatie,0.1357142857142857
Gelderland,2021,31,2021-31,Detailhandel en recreatie,0.17571428571428574
Gelderland,2021,32,2021-32,Detailhandel en recreatie,0.20571428571428574
Gelderland,2021,33,2021-33,Detailhandel en recreatie,0.13857142857142857
Gelderland,2021,34,2021-34,Detailhandel en recreatie,0.19428571428571428
Gelderland,2021,35,2021-35,Detailhandel en recreatie,0.16285714285714284
Gelderland,2021,36,2021-36,Detailhandel en recreatie,0.11
Gelderland,2021,37,2021-37,Detailhandel en recreatie,0.11285714285714286
Gelderland,2021,38,2021-38,Detailhandel en recreatie,0.10857142857142858
Gelderland,2021,39,2021-39,Detailhandel en recreatie,0.00857142857142857
Gelderland,2021,40,2021-40,Detailhandel en recreatie,0.03571428571428572
Gelderland,2021,41,2021-41,Detailhandel en recreatie,0.014285714285714285
Gelderland,2021,42,2021-42,Detailhandel en recreatie,0.05285714285714285
Gelderland,2021,43,2021-43,Detailhandel en recreatie,0.04428571428571429
Gelderland,2021,44,2021-44,Detailhandel en recreatie,-0.005714285714285714
Gelderland,2021,45,2021-45,Detailhandel en recreatie,-0.04142857142857143
Gelderland,2021,46,2021-46,Detailhandel en recreatie,-0.10142857142857142
Gelderland,2021,47,2021-47,Detailhandel en recreatie,-0.07142857142857144
Gelderland,2021,48,2021-48,Detailhandel en recreatie,-0.17714285714285716
Gelderland,2021,49,2021-49,Detailhandel en recreatie,-0.18
Gelderland,2021,50,2021-50,Detailhandel en recreatie,-0.16428571428571426
Gelderland,2021,51,2021-51,Detailhandel en recreatie,-0.4542857142857143
Gelderland,2021,52,2021-52,Detailhandel en recreatie,-0.44
Gelderland,2022,1,2022-01,Detailhandel en recreatie,-0.44
Gelderland,2022,2,2022-02,Detailhandel en recreatie,-0.37857142857142856
Gelderland,2022,3,2022-03,Detailhandel en recreatie,-0.23857142857142857
Gelderland,2022,4,2022-04,Detailhandel en recreatie,-0.13428571428571429
Gelderland,2022,5,2022-05,Detailhandel en recreatie,-0.18
Gelderland,2022,6,2022-06,Detailhandel en recreatie,-0.11
Gelderland,2022,7,2022-07,Detailhandel en recreatie,-0.16142857142857142
Gelderland,2022,8,2022-08,Detailhandel en recreatie,-0.02857142857142857
Gelderland,2022,9,2022-09,Detailhandel en recreatie,0.01
Gelderland,2022,10,2022-10,Detailhandel en recreatie,-0.02142857142857143
Gelderland,2022,11,2022-11,Detailhandel en recreatie,-0.04142857142857143
Gelderland,2022,12,2022-12,Detailhandel en recreatie,0.037142857142857144
Gelderland,2022,13,2022-13,Detailhandel en recreatie,-0.05285714285714285
Gelderland,2022,14,2022-14,Detailhandel en recreatie,-0.04857142857142857
Gelderland,2022,15,2022-15,Detailhandel en recreatie,0.051428571428571435
Gelderland,2022,16,2022-16,Detailhandel en recreatie,0.09857142857142857
Gelderland,2022,17,2022-17,Detailhandel en recreatie,0.17857142857142858
Gelderland,2022,18,2022-18,Detailhandel en recreatie,0.14285714285714288
Gelderland,2022,19,2022-19,Detailhandel en recreatie,0.07166666666666667
Groningen,2020,7,2020-07,Detailhandel en recreatie,-0.105
Groningen,2020,8,2020-08,Detailhandel en recreatie,-0.002857142857142857
Groningen,2020,9,2020-09,Detailhandel en recreatie,0.012857142857142859
Groningen,2020,10,2020-10,Detailhandel en recreatie,0.004285714285714285
Groningen,2020,11,2020-11,Detailhandel en recreatie,-0.12571428571428572
Groningen,2020,12,2020-12,Detailhandel en recreatie,-0.44
Groningen,2020,13,2020-13,Detailhandel en recreatie,-0.5114285714285715
Groningen,2020,14,2020-14,Detailhandel en recreatie,-0.4957142857142857
Groningen,2020,15,2020-15,Detailhandel en recreatie,-0.4642857142857143
Groningen,2020,16,2020-16,Detailhandel en recreatie,-0.4814285714285715
Groningen,2020,17,2020-17,Detailhandel en recreatie,-0.39285714285714285
Groningen,2020,18,2020-18,Detailhandel en recreatie,-0.3957142857142857
Groningen,2020,19,2020-19,Detailhandel en recreatie,-0.3457142857142857
Groningen,2020,20,2020-20,Detailhandel en recreatie,-0.34714285714285714
Groningen,2020,21,2020-21,Detailhandel en recreatie,-0.28571428571428575
Groningen,2020,22,2020-22,Detailhandel en recreatie,-0.24142857142857144
Groningen,2020,23,2020-23,Detailhandel en recreatie,-0.2
Groningen,2020,24,2020-24,Detailhandel en recreatie,-0.17428571428571427
Groningen,2020,25,2020-25,Detailhandel en recreatie,-0.14142857142857143
Groningen,2020,26,2020-26,Detailhandel en recreatie,-0.09142857142857143
Groningen,2020,27,2020-27,Detailhandel en recreatie,-0.08428571428571428
Groningen,2020,28,2020-28,Detailhandel en recreatie,-0.08714285714285713
Groningen,2020,29,2020-29,Detailhandel en recreatie,-0.09
Groningen,2020,30,2020-30,Detailhandel en recreatie,-0.018571428571428572
Groningen,2020,31,2020-31,Detailhandel en recreatie,-0.03857142857142857
Groningen,2020,32,2020-32,Detailhandel en recreatie,-0.06857142857142856
Groningen,2020,33,2020-33,Detailhandel en recreatie,-0.08571428571428572
Groningen,2020,34,2020-34,Detailhandel en recreatie,-0.06571428571428571
Groningen,2020,35,2020-35,Detailhandel en recreatie,-0.06857142857142856
Groningen,2020,36,2020-36,Detailhandel en recreatie,-0.07142857142857144
Groningen,2020,37,2020-37,Detailhandel en recreatie,-0.06285714285714286
Groningen,2020,38,2020-38,Detailhandel en recreatie,-0.07
Groningen,2020,39,2020-39,Detailhandel en recreatie,-0.09142857142857143
Groningen,2020,40,2020-40,Detailhandel en recreatie,-0.15285714285714286
Groningen,2020,41,2020-41,Detailhandel en recreatie,-0.22142857142857142
Groningen,2020,42,2020-42,Detailhandel en recreatie,-0.23142857142857143
Groningen,2020,43,2020-43,Detailhandel en recreatie,-0.28285714285714286
Groningen,2020,44,2020-44,Detailhandel en recreatie,-0.28714285714285714
Groningen,2020,45,2020-45,Detailhandel en recreatie,-0.2885714285714286
Groningen,2020,46,2020-46,Detailhandel en recreatie,-0.30714285714285716
Groningen,2020,47,2020-47,Detailhandel en recreatie,-0.28
Groningen,2020,48,2020-48,Detailhandel en recreatie,-0.22
Groningen,2020,49,2020-49,Detailhandel en recreatie,-0.2557142857142857
Groningen,2020,50,2020-50,Detailhandel en recreatie,-0.2814285714285714
Groningen,2020,51,2020-51,Detailhandel en recreatie,-0.46142857142857147
Groningen,2020,52,2020-52,Detailhandel en recreatie,-0.6114285714285714
Groningen,2020,53,2020-53,Detailhandel en recreatie,-0.5871428571428572
Groningen,2021,1,2021-01,Detailhandel en recreatie,-0.5957142857142856
Groningen,2021,2,2021-02,Detailhandel en recreatie,-0.6042857142857143
Groningen,2021,3,2021-03,Detailhandel en recreatie,-0.5957142857142856
Groningen,2021,4,2021-04,Detailhandel en recreatie,-0.5828571428571429
Groningen,2021,5,2021-05,Detailhandel en recreatie,-0.5971428571428572
Groningen,2021,6,2021-06,Detailhandel en recreatie,-0.5557142857142857
Groningen,2021,7,2021-07,Detailhandel en recreatie,-0.5357142857142857
Groningen,2021,8,2021-08,Detailhandel en recreatie,-0.47
Groningen,2021,9,2021-09,Detailhandel en recreatie,-0.46142857142857147
Groningen,2021,10,2021-10,Detailhandel en recreatie,-0.4685714285714285
Groningen,2021,11,2021-11,Detailhandel en recreatie,-0.41714285714285715
Groningen,2021,12,2021-12,Detailhandel en recreatie,-0.4142857142857143
Groningen,2021,13,2021-13,Detailhandel en recreatie,-0.3857142857142857
Groningen,2021,14,2021-14,Detailhandel en recreatie,-0.45285714285714285
Groningen,2021,15,2021-15,Detailhandel en recreatie,-0.37571428571428567
Groningen,2021,16,2021-16,Detailhandel en recreatie,-0.34857142857142853
Groningen,2021,17,2021-17,Detailhandel en recreatie,-0.2542857142857143
Groningen,2021,18,2021-18,Detailhandel en recreatie,-0.21428571428571427
Groningen,2021,19,2021-19,Detailhandel en recreatie,-0.20285714285714285
Groningen,2021,20,2021-20,Detailhandel en recreatie,-0.22142857142857142
Groningen,2021,21,2021-21,Detailhandel en recreatie,-0.1442857142857143
Groningen,2021,22,2021-22,Detailhandel en recreatie,-0.09428571428571429
Groningen,2021,23,2021-23,Detailhandel en recreatie,-0.05571428571428571
Groningen,2021,24,2021-24,Detailhandel en recreatie,-0.10142857142857142
Groningen,2021,25,2021-25,Detailhandel en recreatie,-0.07428571428571429
Groningen,2021,26,2021-26,Detailhandel en recreatie,-0.04142857142857143
Groningen,2021,27,2021-27,Detailhandel en recreatie,-0.04
Groningen,2021,28,2021-28,Detailhandel en recreatie,-0.11857142857142858
Groningen,2021,29,2021-29,Detailhandel en recreatie,-0.09285714285714286
Groningen,2021,30,2021-30,Detailhandel en recreatie,-0.07857142857142857
Groningen,2021,31,2021-31,Detailhandel en recreatie,-0.06571428571428571
Groningen,2021,32,2021-32,Detailhandel en recreatie,-0.032857142857142856
Groningen,2021,33,2021-33,Detailhandel en recreatie,0.02
Groningen,2021,34,2021-34,Detailhandel en recreatie,0.01714285714285714
Groningen,2021,35,2021-35,Detailhandel en recreatie,0.0014285714285714286
Groningen,2021,36,2021-36,Detailhandel en recreatie,0.01
Groningen,2021,37,2021-37,Detailhandel en recreatie,-0.011428571428571429
Groningen,2021,38,2021-38,Detailhandel en recreatie,0.0014285714285714286
Groningen,2021,39,2021-39,Detailhandel en recreatie,-0.037142857142857144
Groningen,2021,40,2021-40,Detailhandel en recreatie,-0.012857142857142859
Groningen,2021,41,2021-41,Detailhandel en recreatie,-0.06857142857142856
Groningen,2021,42,2021-42,Detailhandel en recreatie,-0.024285714285714285
Groningen,2021,43,2021-43,Detailhandel en recreatie,-0.027142857142857146
Groningen,2021,44,2021-44,Detailhandel en recreatie,-0.06142857142857143
Groningen,2021,45,2021-45,Detailhandel en recreatie,-0.10857142857142858
Groningen,2021,46,2021-46,Detailhandel en recreatie,-0.16714285714285715
Groningen,2021,47,2021-47,Detailhandel en recreatie,-0.12142857142857143
Groningen,2021,48,2021-48,Detailhandel en recreatie,-0.21857142857142858
Groningen,2021,49,2021-49,Detailhandel en recreatie,-0.23285714285714285
Groningen,2021,50,2021-50,Detailhandel en recreatie,-0.23142857142857143
Groningen,2021,51,2021-51,Detailhandel en recreatie,-0.5214285714285715
Groningen,2021,52,2021-52,Detailhandel en recreatie,-0.5357142857142857
Groningen,2022,1,2022-01,Detailhandel en recreatie,-0.49857142857142855
Groningen,2022,2,2022-02,Detailhandel en recreatie,-0.4242857142857143
Groningen,2022,3,2022-03,Detailhandel en recreatie,-0.28714285714285714
Groningen,2022,4,2022-04,Detailhandel en recreatie,-0.20142857142857143
Groningen,2022,5,2022-05,Detailhandel en recreatie,-0.21428571428571427
Groningen,2022,6,2022-06,Detailhandel en recreatie,-0.18857142857142858
Groningen,2022,7,2022-07,Detailhandel en recreatie,-0.26285714285714284
Groningen,2022,8,2022-08,Detailhandel en recreatie,-0.11285714285714286
Groningen,2022,9,2022-09,Detailhandel en recreatie,-0.12285714285714286
Groningen,2022,10,2022-10,Detailhandel en recreatie,-0.11285714285714286
Groningen,2022,11,2022-11,Detailhandel en recreatie,-0.14142857142857143
Groningen,2022,12,2022-12,Detailhandel en recreatie,-0.07142857142857144
Groningen,2022,13,2022-13,Detailhandel en recreatie,-0.13285714285714287
Groningen,2022,14,2022-14,Detailhandel en recreatie,-0.13714285714285712
Groningen,2022,15,2022-15,Detailhandel en recreatie,-0.07
Groningen,2022,16,2022-16,Detailhandel en recreatie,-0.04142857142857143
Groningen,2022,17,2022-17,Detailhandel en recreatie,0.04285714285714286
Groningen,2022,18,2022-18,Detailhandel en recreatie,-0.027142857142857146
Groningen,2022,19,2022-19,Detailhandel en recreatie,-0.051666666666666666
Limburg,2020,7,2020-07,Detailhandel en recreatie,0.0
Limburg,2020,8,2020-08,Detailhandel en recreatie,0.04285714285714286
Limburg,2020,9,2020-09,Detailhandel en recreatie,0.05714285714285714
Limburg,2020,10,2020-10,Detailhandel en recreatie,-0.04142857142857143
Limburg,2020,11,2020-11,Detailhandel en recreatie,-0.13142857142857142
Limburg,2020,12,2020-12,Detailhandel en recreatie,-0.46
Limburg,2020,13,2020-13,Detailhandel en recreatie,-0.5485714285714285
Limburg,2020,14,2020-14,Detailhandel en recreatie,-0.5257142857142857
Limburg,2020,15,2020-15,Detailhandel en recreatie,-0.48857142857142855
Limburg,2020,16,2020-16,Detailhandel en recreatie,-0.5071428571428571
Limburg,2020,17,2020-17,Detailhandel en recreatie,-0.3985714285714285
Limburg,2020,18,2020-18,Detailhandel en recreatie,-0.4142857142857143
Limburg,2020,19,2020-19,Detailhandel en recreatie,-0.35285714285714287
Limburg,2020,20,2020-20,Detailhandel en recreatie,-0.34142857142857147
Limburg,2020,21,2020-21,Detailhandel en recreatie,-0.26
Limburg,2020,22,2020-22,Detailhandel en recreatie,-0.23285714285714285
Limburg,2020,23,2020-23,Detailhandel en recreatie,-0.10857142857142858
Limburg,2020,24,2020-24,Detailhandel en recreatie,-0.07285714285714286
Limburg,2020,25,2020-25,Detailhandel en recreatie,-0.04
Limburg,2020,26,2020-26,Detailhandel en recreatie,-0.011428571428571429
Limburg,2020,27,2020-27,Detailhandel en recreatie,0.011428571428571429
Limburg,2020,28,2020-28,Detailhandel en recreatie,0.07
Limburg,2020,29,2020-29,Detailhandel en recreatie,0.10285714285714287
Limburg,2020,30,2020-30,Detailhandel en recreatie,0.20428571428571426
Limburg,2020,31,2020-31,Detailhandel en recreatie,0.16714285714285715
Limburg,2020,32,2020-32,Detailhandel en recreatie,0.1057142857142857
Limburg,2020,33,2020-33,Detailhandel en recreatie,0.037142857142857144
Limburg,2020,34,2020-34,Detailhandel en recreatie,0.13142857142857142
Limburg,2020,35,2020-35,Detailhandel en recreatie,0.08
Limburg,2020,36,2020-36,Detailhandel en recreatie,0.04142857142857143
Limburg,2020,37,2020-37,Detailhandel en recreatie,0.06142857142857143
Limburg,2020,38,2020-38,Detailhandel en recreatie,0.045714285714285714
Limburg,2020,39,2020-39,Detailhandel en recreatie,-0.007142857142857143
Limburg,2020,40,2020-40,Detailhandel en recreatie,-0.09571428571428571
Limburg,2020,41,2020-41,Detailhandel en recreatie,-0.14285714285714288
Limburg,2020,42,2020-42,Detailhandel en recreatie,-0.22428571428571428
Limburg,2020,43,2020-43,Detailhandel en recreatie,-0.24857142857142858
Limburg,2020,44,2020-44,Detailhandel en recreatie,-0.3028571428571428
Limburg,2020,45,2020-45,Detailhandel en recreatie,-0.3057142857142857
Limburg,2020,46,2020-46,Detailhandel en recreatie,-0.2985714285714286
Limburg,2020,47,2020-47,Detailhandel en recreatie,-0.29428571428571426
Limburg,2020,48,2020-48,Detailhandel en recreatie,-0.22285714285714284
Limburg,2020,49,2020-49,Detailhandel en recreatie,-0.28571428571428575
Limburg,2020,50,2020-50,Detailhandel en recreatie,-0.2885714285714286
Limburg,2020,51,2020-51,Detailhandel en recreatie,-0.46714285714285714
Limburg,2020,52,2020-52,Detailhandel en recreatie,-0.6128571428571429
Limburg,2020,53,2020-53,Detailhandel en recreatie,-0.5871428571428572
Limburg,2021,1,2021-01,Detailhandel en recreatie,-0.6042857142857143
Limburg,2021,2,2021-02,Detailhandel en recreatie,-0.6142857142857143
Limburg,2021,3,2021-03,Detailhandel en recreatie,-0.6085714285714285
Limburg,2021,4,2021-04,Detailhandel en recreatie,-0.61
Limburg,2021,5,2021-05,Detailhandel en recreatie,-0.6085714285714285
Limburg,2021,6,2021-06,Detailhandel en recreatie,-0.5871428571428572
Limburg,2021,7,2021-07,Detailhandel en recreatie,-0.5171428571428571
Limburg,2021,8,2021-08,Detailhandel en recreatie,-0.45142857142857146
Limburg,2021,9,2021-09,Detailhandel en recreatie,-0.43142857142857144
Limburg,2021,10,2021-10,Detailhandel en recreatie,-0.4842857142857143
Limburg,2021,11,2021-11,Detailhandel en recreatie,-0.42857142857142855
Limburg,2021,12,2021-12,Detailhandel en recreatie,-0.4057142857142857
Limburg,2021,13,2021-13,Detailhandel en recreatie,-0.3628571428571428
Limburg,2021,14,2021-14,Detailhandel en recreatie,-0.4828571428571429
Limburg,2021,15,2021-15,Detailhandel en recreatie,-0.3871428571428572
Limburg,2021,16,2021-16,Detailhandel en recreatie,-0.3342857142857143
Limburg,2021,17,2021-17,Detailhandel en recreatie,-0.16857142857142857
Limburg,2021,18,2021-18,Detailhandel en recreatie,-0.12
Limburg,2021,19,2021-19,Detailhandel en recreatie,-0.07285714285714286
Limburg,2021,20,2021-20,Detailhandel en recreatie,-0.14142857142857143
Limburg,2021,21,2021-21,Detailhandel en recreatie,-0.03428571428571428
Limburg,2021,22,2021-22,Detailhandel en recreatie,0.012857142857142859
Limburg,2021,23,2021-23,Detailhandel en recreatie,0.06285714285714286
Limburg,2021,24,2021-24,Detailhandel en recreatie,0.01
Limburg,2021,25,2021-25,Detailhandel en recreatie,0.03428571428571428
Limburg,2021,26,2021-26,Detailhandel en recreatie,0.051428571428571435
Limburg,2021,27,2021-27,Detailhandel en recreatie,0.12142857142857143
Limburg,2021,28,2021-28,Detailhandel en recreatie,0.0
Limburg,2021,29,2021-29,Detailhandel en recreatie,0.16142857142857142
Limburg,2021,30,2021-30,Detailhandel en recreatie,0.15428571428571428
Limburg,2021,31,2021-31,Detailhandel en recreatie,0.17285714285714285
Limburg,2021,32,2021-32,Detailhandel en recreatie,0.22285714285714284
Limburg,2021,33,2021-33,Detailhandel en recreatie,0.14285714285714288
Limburg,2021,34,2021-34,Detailhandel en recreatie,0.15571428571428572
Limburg,2021,35,2021-35,Detailhandel en recreatie,0.16
Limburg,2021,36,2021-36,Detailhandel en recreatie,0.10428571428571429
Limburg,2021,37,2021-37,Detailhandel en recreatie,0.08857142857142858
Limburg,2021,38,2021-38,Detailhandel en recreatie,0.09285714285714286
Limburg,2021,39,2021-39,Detailhandel en recreatie,0.015714285714285715
Limburg,2021,40,2021-40,Detailhandel en recreatie,0.025714285714285717
Limburg,2021,41,2021-41,Detailhandel en recreatie,0.02142857142857143
Limburg,2021,42,2021-42,Detailhandel en recreatie,0.0642857142857143
Limburg,2021,43,2021-43,Detailhandel en recreatie,0.07285714285714286
Limburg,2021,44,2021-44,Detailhandel en recreatie,0.02142857142857143
Limburg,2021,45,2021-45,Detailhandel en recreatie,-0.051428571428571435
Limburg,2021,46,2021-46,Detailhandel en recreatie,-0.15571428571428572
Limburg,2021,47,2021-47,Detailhandel en recreatie,-0.10857142857142858
Limburg,2021,48,2021-48,Detailhandel en recreatie,-0.23285714285714285
Limburg,2021,49,2021-49,Detailhandel en recreatie,-0.21571428571428572
Limburg,2021,50,2021-50,Detailhandel en recreatie,-0.21
Limburg,2021,51,2021-51,Detailhandel en recreatie,-0.5114285714285715
Limburg,2021,52,2021-52,Detailhandel en recreatie,-0.5042857142857143
Limburg,2022,1,2022-01,Detailhandel en recreatie,-0.5085714285714286
Limburg,2022,2,2022-02,Detailhandel en recreatie,-0.43142857142857144
Limburg,2022,3,2022-03,Detailhandel en recreatie,-0.30714285714285716
Limburg,2022,4,2022-04,Detailhandel en recreatie,-0.19285714285714284
Limburg,2022,5,2022-05,Detailhandel en recreatie,-0.21857142857142858
Limburg,2022,6,2022-06,Detailhandel en recreatie,-0.11571428571428571
Limburg,2022,7,2022-07,Detailhandel en recreatie,-0.15285714285714286
Limburg,2022,8,2022-08,Detailhandel en recreatie,-0.03
Limburg,2022,9,2022-09,Detailhandel en recreatie,0.0014285714285714286
Limburg,2022,10,2022-10,Detailhandel en recreatie,-0.06714285714285714
Limburg,2022,11,2022-11,Detailhandel en recreatie,-0.06714285714285714
Limburg,2022,12,2022-12,Detailhandel en recreatie,0.002857142857142857
Limburg,2022,13,2022-13,Detailhandel en recreatie,-0.06714285714285714
Limburg,2022,14,2022-14,Detailhandel en recreatie,-0.06142857142857143
Limburg,2022,15,2022-15,Detailhandel en recreatie,0.07285714285714286
Limburg,2022,16,2022-16,Detailhandel en recreatie,0.11714285714285713
Limburg,2022,17,2022-17,Detailhandel en recreatie,0.1285714285714286
Limburg,2022,18,2022-18,Detailhandel en recreatie,0.13142857142857142
Limburg,2022,19,2022-19,Detailhandel en recreatie,0.06
Noord Brabant,2020,7,2020-07,Detailhandel en recreatie,-0.02
Noord Brabant,2020,8,2020-08,Detailhandel en recreatie,0.09285714285714286
Noord Brabant,2020,9,2020-09,Detailhandel en recreatie,0.09285714285714286
Noord Brabant,2020,10,2020-10,Detailhandel en recreatie,-0.032857142857142856
Noord Brabant,2020,11,2020-11,Detailhandel en recreatie,-0.17142857142857143
Noord Brabant,2020,12,2020-12,Detailhandel en recreatie,-0.4142857142857143
